epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_time_seconds
1,2.1358893179893492,0.345,0.22233216445864123,1.984643681979637,0.4968017057569296,0.3270160772883096,0.28794032339827413,0.0001,15.059777975082397
2,1.935545181274414,0.483,0.3468059222727499,1.9034292324265438,0.5543710021321961,0.38122360935428085,0.3580030197779075,0.0001,11.254679918289185
3,1.84777464056015,0.554,0.3987150367031168,1.8608070538242234,0.55863539445629,0.41417588423508744,0.40907995671756536,0.0001,11.346351861953735
4,1.8358695039749144,0.533,0.40295591537764436,1.7799379947597285,0.605543710021322,0.4464031672618699,0.45241786296143927,2.5e-05,34.51803398132324
5,1.7178567662239075,0.616,0.5009950870540603,1.7463208714019516,0.6375266524520256,0.5059750819377744,0.5132577177080505,2.5e-05,33.006540060043335
6,1.5851532754898072,0.67,0.5725998403191277,1.7161200191420534,0.6183368869936035,0.5068330261713991,0.5033572083668499,2.5e-05,33.06165814399719
7,1.5047146806716918,0.692,0.6113613376123804,1.676802164455975,0.6332622601279317,0.5371142919841035,0.5119306913411393,2.5e-05,32.97427296638489
8,1.442568742275238,0.719,0.6384653783560408,1.653040807892773,0.6417910447761194,0.5488118616151957,0.5373009477486674,2.5e-05,33.0366108417511
9,1.3256752595901489,0.776,0.7236417965099666,1.6580607850414348,0.650319829424307,0.5783393339065577,0.5446395048764432,2.5e-05,33.028725147247314
10,1.265641271829605,0.795,0.7422465846791754,1.649950016536184,0.6780383795309168,0.5988581293291204,0.581637733145103,2.5e-05,33.00817108154297
11,1.1956788719892502,0.818,0.778071762682615,1.6067225061245818,0.6844349680170576,0.6022592529021455,0.5826111692251332,2.5e-05,32.979315757751465
12,1.1401725031137466,0.86,0.8192686043082444,1.6215368618588966,0.6950959488272921,0.6199689642261067,0.6067130837999946,2.5e-05,32.92174506187439
13,1.1070276942253112,0.868,0.8360407170548498,1.6168905478804858,0.697228144989339,0.6223893859757539,0.6108159752740391,2.5e-05,32.99065709114075
14,1.0807747840881348,0.866,0.837716027085541,1.6134428650077217,0.6993603411513859,0.6374642818915695,0.6125269122787296,2.5e-05,32.94956612586975
15,1.0300298702716828,0.882,0.8529416400501697,1.7340452066108363,0.6673773987206824,0.5761091204474934,0.5510415939008046,2.5e-05,33.009886026382446
16,1.0038262004852294,0.911,0.8981664598663466,1.614473689085385,0.7142857142857143,0.6136945546344147,0.6102385917320973,2.5e-05,33.0241539478302
17,0.9755854650735855,0.917,0.9047426798471508,1.5733900731052164,0.7142857142857143,0.6449475225194592,0.6246285861081521,2.5e-05,32.999730825424194
18,0.930499562740326,0.931,0.9150282724315312,1.5736279640116417,0.7398720682302772,0.672412447760788,0.666788310035061,2.5e-05,32.95038890838623
19,0.9322980746030808,0.937,0.9201579230130847,1.5816816960824833,0.7100213219616205,0.6113341546329955,0.6185725038844536,2.5e-05,32.96506690979004
20,0.9136201481819153,0.94,0.9288888742459817,1.5891307198416704,0.7142857142857143,0.6410002354103256,0.637175787644512,2.5e-05,33.00021028518677
21,0.8741807125806809,0.947,0.9403962664366834,1.6052852259007597,0.7270788912579957,0.635932806392674,0.6317714514494205,2.5e-05,32.79817581176758
22,0.8837114486694336,0.945,0.9339937689338312,1.5889581541008533,0.7078891257995735,0.6433643511200446,0.6234045826478224,1.25e-05,33.172430753707886
23,0.8456512607336044,0.96,0.954124351913418,1.6120111642361703,0.7356076759061834,0.6677494334284042,0.6545109758185942,1.25e-05,33.32775902748108
24,0.8245057321786881,0.972,0.9684699819411606,1.5700994643575348,0.7356076759061834,0.6704806059245934,0.6534522611769764,1.25e-05,33.45479607582092
25,0.8391445571184158,0.965,0.9611452168849589,1.6099996632858635,0.7142857142857143,0.6511967586802199,0.6310778881441887,1.25e-05,33.451817989349365
26,0.8343506528139114,0.969,0.9667418579672037,1.5828598547083483,0.7313432835820896,0.6580794627381478,0.6467634802231783,6.25e-06,33.51276397705078
27,0.8197331451177597,0.973,0.9714535308824912,1.5722918080876884,0.7334754797441365,0.6547955810963686,0.6481754390312586,6.25e-06,33.55891680717468
28,0.8088502762317658,0.982,0.9820012348632218,1.553033721980764,0.7398720682302772,0.6574799142312022,0.6588031326303603,6.25e-06,33.57735514640808
29,0.7988544104099273,0.978,0.9741942092948664,1.5603598046150289,0.7356076759061834,0.663664104552738,0.6662163646201592,6.25e-06,33.55528974533081
30,0.7955980616807937,0.979,0.9766056093570011,1.573058694156248,0.7398720682302772,0.6625541968580286,0.661442576428116,3.125e-06,33.331786155700684
