epoch,train_loss,train_accuracy,train_balanced_accuracy,train_malignant_f1,val_loss,val_accuracy,val_balanced_accuracy,val_malignant_precision,val_sensitivity,val_specificity,val_malignant_f1,learning_rate,epoch_time_seconds
1,0.23282687970576807,0.955,0.49636174636174635,0.0,0.172083781533954,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,19.825355052947998
2,0.20232147957934649,0.962,0.5,0.0,0.17494268025918705,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,19.272395133972168
3,0.1932368319720881,0.962,0.5,0.0,0.1579406166180863,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,19.245386123657227
4,0.2769676173034334,0.962,0.5,0.0,0.14299163157819086,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,45.03829503059387
5,0.24320183057763553,0.962,0.5,0.0,0.14601806520119132,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,45.08618402481079
6,0.2076256916582563,0.962,0.5,0.0,0.19145496070915877,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,45.21857690811157
7,0.20205089324827008,0.962,0.5126381442170916,0.05,0.23993787294217048,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,45.1830780506134
8,0.16334192681973514,0.964,0.5389539336907758,0.14285714285714285,0.1968924540136362,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,1.25e-05,45.11731505393982
9,0.10341844760008882,0.978,0.7358026042236568,0.6206896551724138,0.17780022212231383,0.9722814498933902,0.6955947136563877,0.6,0.4,0.9911894273127754,0.48,1.25e-05,45.095682859420776
10,0.07789952801604057,0.987,0.8542236568552358,0.8059701492537313,0.14499916172248795,0.9701492537313433,0.7589574155653451,0.5333333333333333,0.5333333333333333,0.9845814977973568,0.5333333333333333,1.25e-05,45.22649097442627
11,0.08078772151811194,0.982,0.7757960389539338,0.7,0.20714574540593403,0.9616204690831557,0.7867841409691629,0.42857142857142855,0.6,0.973568281938326,0.5,1.25e-05,44.627196073532104
12,0.06922169826856572,0.988,0.8547434073749863,0.8181818181818182,0.2140782290023578,0.9680170575692963,0.7900881057268723,0.5,0.6,0.9801762114537445,0.5454545454545454,1.25e-05,44.66612696647644
13,0.05348937090258413,0.985,0.8658223000328263,0.7887323943661971,0.20614302075688348,0.9722814498933902,0.6311306901615271,0.6666666666666666,0.26666666666666666,0.9955947136563876,0.38095238095238093,1.25e-05,44.83570098876953
14,0.06108258611691564,0.99,0.8810591968486705,0.8529411764705882,0.18553455207890138,0.976545842217484,0.6977973568281939,0.75,0.4,0.9955947136563876,0.5217391304347826,1.25e-05,44.7507700920105
15,0.04315575835108177,0.991,0.881578947368421,0.8656716417910447,0.1940566325710883,0.9744136460554371,0.6322320117474303,0.8,0.26666666666666666,0.9977973568281938,0.4,1.25e-05,44.673794984817505
16,0.0439439243200449,0.991,0.881578947368421,0.8656716417910447,0.205567936218347,0.9808102345415778,0.7,1.0,0.4,1.0,0.5714285714285714,1.25e-05,44.704955101013184
17,0.013328104977747997,0.996,0.9473684210526316,0.9444444444444444,0.2327215990865286,0.9722814498933902,0.6955947136563877,0.6,0.4,0.9911894273127754,0.48,1.25e-05,44.779966831207275
18,0.02133607819584693,0.995,0.9342105263157895,0.9295774647887324,0.3175796269002579,0.9658848614072495,0.7567547723935388,0.47058823529411764,0.5333333333333333,0.9801762114537445,0.5,1.25e-05,44.597583055496216
19,0.011691912923637958,0.997,0.9731644600065652,0.96,0.30466029220439633,0.9616204690831557,0.7223201174743026,0.4117647058823529,0.4666666666666667,0.9779735682819384,0.4375,1.25e-05,44.81763482093811
20,0.006477422310646787,0.999,0.986842105263158,0.9866666666666667,0.524098910888464,0.9402985074626866,0.7757709251101321,0.2903225806451613,0.6,0.9515418502202643,0.391304347826087,6.25e-06,44.63707494735718
21,0.005401884271817863,0.998,0.9863223547434075,0.9736842105263158,0.33184621781038004,0.9658848614072495,0.7245227606461087,0.4666666666666667,0.4666666666666667,0.9823788546255506,0.4666666666666667,6.25e-06,44.69142699241638
22,0.004585520183956909,0.999,0.986842105263158,0.9866666666666667,0.37585219729432984,0.9658848614072495,0.7889867841409692,0.47368421052631576,0.6,0.9779735682819384,0.5294117647058824,6.25e-06,44.628804206848145
23,0.02441941505617386,0.993,0.9331710252762885,0.9041095890410958,0.27715260619098625,0.9744136460554371,0.6966960352422907,0.6666666666666666,0.4,0.9933920704845814,0.5,6.25e-06,44.649868965148926
24,0.008135065640151084,0.998,0.9736842105263157,0.972972972972973,0.32093757332719725,0.9701492537313433,0.7267254038179148,0.5384615384615384,0.4666666666666667,0.986784140969163,0.5,3.125e-06,44.6915340423584
25,0.013212166034387195,0.998,0.9736842105263157,0.972972972972973,0.3312225051962512,0.9680170575692963,0.6933920704845815,0.5,0.4,0.986784140969163,0.4444444444444444,3.125e-06,44.59976410865784
26,0.00143619172273889,0.999,0.9994802494802495,0.987012987012987,0.3240335777922459,0.9722814498933902,0.727826725403818,0.5833333333333334,0.4666666666666667,0.9889867841409692,0.5185185185185185,3.125e-06,44.87127614021301
27,0.002256692954517945,0.999,0.986842105263158,0.9866666666666667,0.3226453083841771,0.9722814498933902,0.727826725403818,0.5833333333333334,0.4666666666666667,0.9889867841409692,0.5185185185185185,3.125e-06,44.80158066749573
28,0.0005333185747512914,1.0,1.0,1.0,0.35262465273817606,0.9680170575692963,0.7256240822320117,0.5,0.4666666666666667,0.9845814977973568,0.4827586206896552,1.5625e-06,44.63199305534363
