model,input_size,accuracy,balanced_accuracy,malignant_precision,sensitivity,specificity,malignant_f1,macro_f1,negative_predictive_value,roc_auc,pr_auc,true_negatives,false_positives,false_negatives,true_positives
DS2Net + ROI Swin-T + Full-image ResNet18 + Mask Encoder,224,0.9424307036247335,0.7124082232011748,0.2692307692307692,0.4666666666666667,0.9581497797356828,0.34146341463414637,0.655681540092993,0.981941309255079,0.8337738619676945,0.30553462667889003,435,19,8,7
