model,input_size,accuracy,balanced_accuracy,malignant_precision,sensitivity,specificity,malignant_f1,macro_f1,negative_predictive_value,roc_auc,pr_auc,true_negatives,false_positives,false_negatives,true_positives
DS2Net + ROI Swin-T + Full-image ResNet18 + Mask Encoder,224,0.9658848614072495,0.7567547723935388,0.47058823529411764,0.5333333333333333,0.9801762114537445,0.5,0.7411699779249448,0.9845132743362832,0.873568281938326,0.3395805071505228,445,9,7,8
