epoch,train_loss,train_accuracy,train_balanced_accuracy,train_malignant_f1,val_loss,val_accuracy,val_balanced_accuracy,val_malignant_precision,val_sensitivity,val_specificity,val_malignant_f1,learning_rate,epoch_time_seconds
1,0.7408620138589644,0.957,0.510039391618339,0.044444444444444446,0.45091411372137713,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,20.316094160079956
2,0.546971539623561,0.963,0.5131578947368421,0.05128205128205128,0.7700826684894855,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,19.672876119613647
3,0.5852282713491785,0.966,0.5526315789473684,0.19047619047619047,0.7054012789001154,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,0.0001,19.58167815208435
4,0.9804225426692648,0.961,0.4994802494802495,0.0,0.5603376002461888,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,45.08193874359131
5,0.8343960660555741,0.963,0.5131578947368421,0.05128205128205128,0.8037766060727889,0.9680170575692963,0.5,0.0,0.0,1.0,0.0,2.5e-05,44.92477798461914
6,0.771541984267239,0.966,0.56526972316446,0.22727272727272727,0.5048517567388338,0.9658848614072495,0.5633627019089574,0.4,0.13333333333333333,0.9933920704845814,0.2,2.5e-05,45.08579182624817
7,0.7199208577941912,0.966,0.5779078673815516,0.2608695652173913,0.8161398300979126,0.9701492537313433,0.5333333333333333,1.0,0.06666666666666667,1.0,0.125,2.5e-05,45.06898498535156
8,0.6034788597302987,0.969,0.617381551592078,0.3673469387755102,0.5919507359660996,0.9680170575692963,0.5966960352422908,0.5,0.2,0.9933920704845814,0.2857142857142857,2.5e-05,45.034912109375
9,0.6051580476205041,0.971,0.6310591968486705,0.40816326530612246,0.6588136001479677,0.9722814498933902,0.5666666666666667,1.0,0.13333333333333333,1.0,0.23529411764705882,2.5e-05,45.26911211013794
10,0.44946826757104885,0.97,0.6937301674143779,0.5,0.47132532085890166,0.9658848614072495,0.6278267254038179,0.4444444444444444,0.26666666666666666,0.9889867841409692,0.3333333333333333,2.5e-05,45.191807985305786
11,0.34329085880630533,0.978,0.7358026042236568,0.6206896551724138,0.6675340978824912,0.9744136460554371,0.6322320117474303,0.8,0.26666666666666666,0.9977973568281938,0.4,2.5e-05,45.31146812438965
12,0.37115751005369113,0.974,0.69580916949338,0.5357142857142857,0.9172834807601721,0.9744136460554371,0.6,1.0,0.2,1.0,0.3333333333333333,2.5e-05,45.100435972213745
13,0.3719515957009149,0.982,0.8010723273881168,0.71875,1.0133949658791144,0.9701492537313433,0.5977973568281938,0.6,0.2,0.9955947136563876,0.3,2.5e-05,45.30792307853699
14,0.2442131610927565,0.982,0.8010723273881168,0.71875,0.6814812079946126,0.9637526652452025,0.658957415565345,0.4166666666666667,0.3333333333333333,0.9845814977973568,0.37037037037037035,2.5e-05,45.44034171104431
15,0.2871409439342967,0.978,0.7989933253091148,0.6764705882352942,0.8083823838625593,0.9722814498933902,0.6311306901615271,0.6666666666666666,0.26666666666666666,0.9955947136563876,0.38095238095238093,1.25e-05,45.51687717437744
16,0.07055396978727406,0.992,0.9326512747565379,0.8918918918918919,1.0796352642684317,0.9701492537313433,0.6300293685756241,0.5714285714285714,0.26666666666666666,0.9933920704845814,0.36363636363636365,1.25e-05,45.49431586265564
17,0.03654589344513113,0.995,0.9468486705328811,0.9315068493150684,0.9786208380351815,0.9680170575692963,0.6933920704845815,0.5,0.4,0.986784140969163,0.4444444444444444,1.25e-05,45.56266784667969
