Class,Support,Precision,Sensitivity,Specificity,F1-Score,Misclassified
0-CC,110,83.90%,90.00%,94.71%,86.84%,11/110
1-SC,66,63.86%,80.30%,92.56%,71.14%,13/66
2-T,108,86.41%,82.41%,96.12%,84.36%,19/108
3-TCT,31,75.00%,58.06%,98.63%,65.45%,13/31
4-SCH,19,84.62%,57.89%,99.56%,68.75%,8/19
5-NO,87,77.78%,80.46%,94.76%,79.10%,17/87
6-MC,33,60.71%,51.52%,97.48%,55.74%,16/33
7-HGSC,15,90.00%,60.00%,99.78%,72.00%,6/15
Macro Average,469,77.78%,70.08%,96.70%,72.92%,103/469
