Model,Seed,Loss,Selection Metric,Val Split,No Val,Sampler,ROI,Aug,MixUp,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
ResNet-50 (radimagenet),42,ce,-,0.0,True,none,none,default,False,False,68.657,61.125,62.38,64.96,61.125,95.285,0.6202,90.435,23524424,147/469
