Model,Seed,Loss,Selection Metric,Val Split,No Val,Sampler,ROI,Aug,MixUp,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
MTA-Swin (pretrained),0,ce,-,0.0,True,balanced(b=0.5),none,strong,True,False,82.303,76.032,78.206,81.423,76.032,97.341,0.7854,95.159,27527906,83/469
