Model,Seed,Loss,Selection Metric,Val Split,No Val,Sampler,ROI,Aug,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
MTA-Swin (pretrained),42,ce,-,0.0,True,none,mask,default,False,80.171,72.644,73.823,79.139,72.644,97.05,0.7608,95.381,27527906,93/469
