Class,Support,Precision,Sensitivity,Specificity,F1-Score,Misclassified
0-CC,110,81.67%,89.09%,93.87%,85.22%,12/110
1-SC,66,68.35%,81.82%,93.80%,74.48%,12/66
2-T,108,87.13%,81.48%,96.40%,84.21%,20/108
3-TCT,31,71.43%,64.52%,98.17%,67.80%,11/31
4-SCH,19,80.00%,42.11%,99.56%,55.17%,11/19
5-NO,87,78.16%,78.16%,95.03%,78.16%,19/87
6-MC,33,60.61%,60.61%,97.02%,60.61%,13/33
7-HGSC,15,100.00%,73.33%,100.00%,84.62%,4/15
Macro Average,469,78.42%,71.39%,96.73%,73.78%,102/469
