Class,Support,Precision,Sensitivity,Specificity,F1-Score,Misclassified
0-CC,110,83.90%,90.00%,94.71%,86.84%,11/110
1-SC,66,66.27%,83.33%,93.05%,73.83%,11/66
2-T,108,87.25%,82.41%,96.40%,84.76%,19/108
3-TCT,31,70.83%,54.84%,98.40%,61.82%,14/31
4-SCH,19,90.91%,52.63%,99.78%,66.67%,9/19
5-NO,87,79.55%,80.46%,95.29%,80.00%,17/87
6-MC,33,50.00%,48.48%,96.33%,49.23%,17/33
7-HGSC,15,90.91%,66.67%,99.78%,76.92%,5/15
Macro Average,469,77.45%,69.85%,96.72%,72.51%,103/469
