Model,Seed,Loss,Selection Metric,Val Split,No Val,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
MTA-Swin (pretrained),42,focal(g=2),accuracy,0.2,False,True,68.443,57.376,59.056,62.353,57.376,95.259,0.6162,90.761,27527906,148/469
