Class,Support,Precision,Sensitivity,Specificity,F1-Score,Misclassified
0-CC,110,84.43%,93.64%,94.71%,88.79%,7/110
1-SC,66,65.48%,83.33%,92.80%,73.33%,11/66
2-T,108,88.12%,82.41%,96.68%,85.17%,19/108
3-TCT,31,76.00%,61.29%,98.63%,67.86%,12/31
4-SCH,19,81.82%,47.37%,99.56%,60.00%,10/19
5-NO,87,79.78%,81.61%,95.29%,80.68%,16/87
6-MC,33,59.26%,48.48%,97.48%,53.33%,17/33
7-HGSC,15,80.00%,53.33%,99.56%,64.00%,7/15
Macro Average,469,76.86%,68.93%,96.84%,71.65%,99/469
