Model,Seed,Loss,Selection Metric,Val Split,No Val,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
MTA-Swin (pretrained),42,focal(g=2),accuracy,0.2,False,False,73.348,60.189,62.942,70.862,60.189,95.98,0.6762,90.626,27527906,125/469
