Model,Seed,Loss,Selection Metric,Val Split,No Val,Class Weights,Accuracy (%),Balanced Accuracy (%),Macro F1 (%),Macro Precision (%),Macro Sensitivity (%),Macro Specificity (%),MCC,ROC-AUC (%),Parameters,Misclassified (n/total)
MTA-Swin (pretrained),42,ce,accuracy,0.05,False,False,74.2,63.218,64.647,67.86,63.218,96.162,0.6868,92.212,27527906,121/469
