epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_time_seconds
22,0.839471928358078,0.966,0.9632865656177036,1.562189358383862,0.7228144989339019,0.6579853528158662,0.6438809236915044,6.25e-06,32.704957008361816
23,0.8518950270414353,0.963,0.9548307968057872,1.6140323208847533,0.7270788912579957,0.6488985684568496,0.6416201254406599,6.25e-06,32.83277130126953
24,0.8324237036705017,0.974,0.9742139649093762,1.5821958637949247,0.7398720682302772,0.6624945249974522,0.6548003159923446,6.25e-06,32.787928104400635
25,0.8326134414672851,0.974,0.9723172569124823,1.5932262863940014,0.7270788912579957,0.6569314838173512,0.6455059816750371,6.25e-06,32.80560612678528
26,0.8320959830284118,0.971,0.9636885717025154,1.5899424530041497,0.7313432835820896,0.6594030384440782,0.6537612132805586,6.25e-06,32.80125713348389
27,0.8304652220010758,0.972,0.97137818993145,1.5940166094155708,0.7377398720682303,0.6581271213786875,0.6542183500325105,6.25e-06,32.81450605392456
28,0.8354495831727982,0.973,0.9668201469016484,1.576924905339792,0.7420042643923241,0.6708278583307856,0.6664538753581841,6.25e-06,32.838155031204224
29,0.8233262462615967,0.97,0.9639187703354816,1.5828062059528538,0.7292110874200426,0.6654254143507554,0.6511341047922297,6.25e-06,32.82573699951172
30,0.8116591277122498,0.977,0.9772828314685282,1.6020964340868789,0.7292110874200426,0.6664413205390753,0.6584595294578702,6.25e-06,32.87588095664978
31,0.8218602344989777,0.968,0.9606006618661838,1.6157357054732755,0.7270788912579957,0.6526237089392056,0.6459150914270011,6.25e-06,32.847697257995605
32,0.8143496180772781,0.97,0.9703329956386879,1.6227923931597648,0.7249466950959488,0.6464142798908035,0.6388739836357575,3.125e-06,32.896705865859985
33,0.8095744304656982,0.978,0.9766710334560524,1.590735013551041,0.7356076759061834,0.6614272617082757,0.6575399159149873,3.125e-06,32.84925413131714
34,0.797604794383049,0.981,0.9802867198480429,1.585533091762681,0.7356076759061834,0.6668389752470749,0.660348874027647,3.125e-06,32.59224605560303
35,0.8038064732551574,0.979,0.9737512613537656,1.5782757883132903,0.7484008528784648,0.6749945249974523,0.6737154878629971,3.125e-06,32.82342314720154
36,0.7927553399801254,0.986,0.9862958505909745,1.5841157868472753,0.7356076759061834,0.6661374381856935,0.6612825990669703,3.125e-06,32.85551381111145
37,0.7918640232086182,0.982,0.98103870242871,1.5923616746341243,0.7398720682302772,0.6634635918244167,0.6608168380416963,3.125e-06,32.52317714691162
38,0.8003253936767578,0.978,0.974520594035159,1.6138951646239519,0.7334754797441365,0.6547008440867114,0.6470940422146199,3.125e-06,32.53237009048462
39,0.7982120838165283,0.986,0.9862444747561444,1.6120825192567383,0.7292110874200426,0.6505459516323195,0.6444212819644233,1.5625e-06,32.5372359752655
40,0.790614106297493,0.987,0.9859105788594101,1.5964800925142983,0.7377398720682303,0.6609392337302735,0.6573932674492041,1.5625e-06,32.716458797454834
41,0.798250896692276,0.98,0.9756564684010487,1.596121627130488,0.7292110874200426,0.6578095170229705,0.6516313107775348,1.5625e-06,32.823490142822266
42,0.7929243553876877,0.98,0.9801879572794617,1.5992100663276623,0.7292110874200426,0.6535644804503478,0.6489072638672562,1.5625e-06,32.895880937576294
43,0.7850072889328003,0.985,0.9865170624993215,1.5985041490750018,0.7356076759061834,0.6699135427612976,0.6649252086576698,7.8125e-07,32.887261152267456
44,0.801893185377121,0.98,0.9795980334746499,1.600390763679293,0.7356076759061834,0.6719642219671492,0.6670436498445358,7.8125e-07,32.738587856292725
45,0.7904735761880874,0.987,0.9892078695204276,1.6045094532753104,0.7334754797441365,0.6658252460005871,0.6600477555886382,7.8125e-07,32.81879711151123
46,0.795210938334465,0.985,0.9854541464469977,1.6000948399623065,0.7313432835820896,0.6643884643913917,0.658084075461381,7.8125e-07,32.84766483306885
47,0.7868963876962661,0.989,0.9900601817988466,1.602836938300875,0.7292110874200426,0.6598601962288222,0.6527430098896627,3.90625e-07,32.6343879699707
