model,input_size,accuracy,balanced_accuracy,malignant_precision,sensitivity,specificity,malignant_f1,macro_f1,negative_predictive_value,roc_auc,pr_auc,true_negatives,false_positives,false_negatives,true_positives
DS2Net + ROI Swin-T + Full-image ResNet18 + Mask Encoder,224,0.976545842217484,0.6655653450807636,0.8333333333333334,0.3333333333333333,0.9977973568281938,0.47619047619047616,0.7320974191203199,0.978401727861771,0.8299559471365638,0.43283792757460715,453,1,10,5
