epoch,train_loss,train_accuracy,train_macro_f1,val_loss,val_accuracy,val_balanced_accuracy,val_macro_f1,learning_rate,epoch_time_seconds
1,1.1846152887344361,0.399,0.2300982656303411,0.942692245394468,0.5287846481876333,0.33695213630558457,0.3066114942471525,0.0001,15.006018161773682
2,0.9316374121904373,0.547,0.3241900888612493,0.8854188416113478,0.5607675906183369,0.37073827353999766,0.33135300043734545,0.0001,14.594995975494385
3,0.8264566309154033,0.58,0.3657888536300483,0.8801593717767485,0.5756929637526652,0.4116243728879845,0.3908920467938829,0.0001,14.602108001708984
4,0.8112652711868286,0.587,0.3975424361736263,0.9318119005035999,0.5884861407249466,0.4002899964952099,0.3752080267420759,2.5e-05,36.44127702713013
5,0.6833386738412082,0.641,0.4845573492823597,0.7519944607218636,0.6545842217484008,0.4983312071498507,0.49824767515407564,2.5e-05,36.21205687522888
6,0.6278952060230076,0.674,0.5514339549816197,0.8072546373549132,0.6353944562899787,0.49032706512069546,0.5065448330371414,2.5e-05,36.250405073165894
7,0.5152837597413454,0.728,0.6259789578834336,0.729405852619495,0.6716417910447762,0.5462698822426004,0.5504692296903426,2.5e-05,36.34020185470581
8,0.4412680713412701,0.751,0.6500765930038706,0.7601624565318471,0.652452025586354,0.493833491324856,0.5060411398087632,2.5e-05,36.01039791107178
9,0.4199172039568657,0.772,0.6906105995099245,0.7830703491018446,0.6823027718550106,0.538715889157169,0.5460096413526023,2.5e-05,36.10311031341553
10,0.3661579269962385,0.804,0.7306565216669729,0.7908792322180336,0.6716417910447762,0.586138220012115,0.5828549352444312,2.5e-05,36.14830303192139
11,0.2945165059184201,0.819,0.7688808102966608,0.790890803982372,0.7036247334754797,0.6220243903232311,0.6190092184989567,2.5e-05,36.14930820465088
12,0.22647444652357876,0.86,0.8271148893330542,0.8471236362177239,0.7185501066098081,0.6133798799717803,0.6184377609602372,2.5e-05,36.1347131729126
13,0.19952258020366526,0.864,0.8251456664557979,0.9401498011878244,0.7078891257995735,0.6024815202648028,0.6115997085755563,2.5e-05,36.10638904571533
14,0.192244985908927,0.896,0.8591599929927214,0.9279044767931796,0.7100213219616205,0.6317931192671401,0.6257200271493958,2.5e-05,36.15462398529053
15,0.16500875118649375,0.913,0.8851852358191128,0.9577426685427675,0.6950959488272921,0.5779935549708982,0.5881135822363799,2.5e-05,36.12760305404663
16,0.1390015106323847,0.928,0.9126779640094422,1.0984438244599233,0.6908315565031983,0.6141222602564884,0.6137308738461915,2.5e-05,35.838207960128784
17,0.1226213605271577,0.919,0.897607375902557,1.085022233911675,0.7036247334754797,0.6286314740796328,0.6249183556855817,2.5e-05,35.965895891189575
18,0.13456206943599788,0.934,0.9176559132977885,1.0925077631087674,0.7292110874200426,0.6506913151675606,0.6541814808460691,2.5e-05,36.198939085006714
19,0.08267115805743719,0.945,0.9315830371719791,1.1046747954075562,0.7334754797441365,0.6525636539270109,0.6515677271326182,2.5e-05,36.23314094543457
20,0.10011175196564945,0.95,0.9374273769660904,1.249549486207155,0.7164179104477612,0.636979806998029,0.63602316143952,2.5e-05,36.202934980392456
21,0.07402129424561714,0.955,0.9383244368872268,1.28834572334492,0.7270788912579957,0.6563288084975194,0.6511240275938053,2.5e-05,36.2122848033905
22,0.06828247833153912,0.958,0.9444351097109409,1.3303317358558222,0.7014925373134329,0.6315982380052108,0.6160567596060031,1.25e-05,36.1893470287323
23,0.055667381063216136,0.966,0.9621590086259607,1.3100145268320469,0.7185501066098081,0.6568442422882298,0.638522978421556,1.25e-05,36.096500873565674
24,0.03083119370815673,0.973,0.966181636045224,1.313484214841089,0.7356076759061834,0.662343595291754,0.6612415284989717,1.25e-05,36.598337173461914
25,0.04845932441520938,0.972,0.9680140158055421,1.3111430604345793,0.7292110874200426,0.6590548534148147,0.648582098298673,1.25e-05,36.59164023399353
26,0.037260523273510884,0.976,0.9677859665278448,1.370192388783962,0.7398720682302772,0.7004472020026584,0.6726785541919422,1.25e-05,36.13858509063721
27,0.03185218125377979,0.981,0.9737591444264091,1.4098753835232802,0.7505330490405118,0.6750896550147178,0.6770888528144843,1.25e-05,36.36155390739441
28,0.030962701753676942,0.984,0.9794035609832464,1.3345612348385254,0.7569296375266524,0.6833003539581755,0.6873642790186214,1.25e-05,36.17837119102478
29,0.02332360658097645,0.982,0.9797131493821798,1.4528938507365556,0.7313432835820896,0.6595934574064514,0.6505146784386727,1.25e-05,36.334251165390015
30,0.038059683501255805,0.979,0.977029128293393,1.395158500931412,0.7377398720682303,0.6353639642231499,0.6580804629930705,1.25e-05,36.237303018569946
31,0.02385922366552589,0.981,0.9792664625280587,1.392108969278298,0.7569296375266524,0.6701659645259259,0.6818080452541748,1.25e-05,36.066855907440186
32,0.026784758229095228,0.981,0.9749189344480664,1.3629081710087025,0.7398720682302772,0.6710923918753524,0.671372018019374,6.25e-06,36.33127784729004
33,0.011402453787471782,0.994,0.9929919159789106,1.4085690013637795,0.7526652452025586,0.7063630013914688,0.6956346932937474,6.25e-06,36.65791606903076
34,0.01644491039102062,0.993,0.9925369605964962,1.4697887773645808,0.7420042643923241,0.6900918124909694,0.6793453748523858,6.25e-06,36.81211495399475
35,0.020007463231852825,0.992,0.9919266413571768,1.450757034770267,0.7547974413646056,0.7030241344124459,0.6900817249246816,6.25e-06,36.55184197425842
36,0.011770343402784456,0.989,0.9876437249882246,1.4946453349622855,0.7526652452025586,0.6930777906694129,0.6828979931074994,6.25e-06,36.62486505508423
37,0.019029040419402576,0.99,0.9883304707018554,1.4572963725347838,0.7420042643923241,0.6863018553211604,0.6712440097079266,3.125e-06,36.41480612754822
38,0.011288563221166318,0.994,0.9919969197665474,1.479240799245844,0.744136460554371,0.6879619724359494,0.6731864408276399,3.125e-06,36.54904913902283
39,0.022855437465111036,0.986,0.9826574019753016,1.46479097790744,0.7398720682302772,0.6774763692779324,0.662011985551221,3.125e-06,36.54870295524597
40,0.03184904296718725,0.99,0.9883347479988636,1.440784882438918,0.7505330490405118,0.6926489282004913,0.679693952461715,3.125e-06,36.5058388710022
41,0.01670933480684104,0.991,0.986489896205236,1.4656296864314904,0.744136460554371,0.676458782643286,0.6723513108744533,1.5625e-06,36.5024299621582
42,0.009512835774616686,0.992,0.989908034201612,1.4387190642762508,0.7484008528784648,0.6756681597506198,0.6712044699524506,1.5625e-06,36.64722990989685
43,0.011452706886045405,0.988,0.9860376156652478,1.4290831818674394,0.7547974413646056,0.6860508848510869,0.6772273508606252,1.5625e-06,36.64696192741394
44,0.004756182059080406,0.993,0.9922180870464984,1.4284930466691779,0.7569296375266524,0.685607410876716,0.681514727046165,1.5625e-06,36.54487705230713
45,0.010447152192476179,0.993,0.991087099905255,1.4377255137019018,0.7547974413646056,0.6893965771033126,0.6817018512071714,7.8125e-07,36.561267137527466
